temperature,name,gpt_deathdate
0.5,Christine McVie,2022-11-30
0.5,John Hadl,
0.5,Gaylord Perry,2022-12-01
0.5,Bob McGrath,2022-12-04
0.5,Kirstie Alley,2022-12-05
0.5,Georgia Holt,
0.5,Stephen 'tWitch' Boss,2022-12-13
0.5,Franco Harris,2022-12-20
0.5,Pele,2022-12-29
0.5,Barbara Walters,2022-12-30
0.5,Pope Benedict XVI,2022-12-31
0.5,Lola Chantrelle Mitchell,
0.5,Ken Block,
0.5,Adam Rich,2023-01-07
0.5,Jeff Beck,2023-01-10
0.5,Lisa Marie Presley,2023-01-12
0.5,CJ Harris,
0.5,Jay Briscoe,2023-01-17
0.5,David Crosby,2023-01-18
0.5,Sal Bando,2023-01-20
0.5,Lance Kerwin,2023-01-24
0.5,Billy Packer,2023-01-26
0.5,Lisa Loring,2023-01-28
0.5,Bobby Hull,
0.5,Burt Bacharach,
0.5,David Jude Jolicoeur,2023-02-12
0.5,Conrad Dobler,2023-02-13
0.5,Raquel Welch,
0.5,Tim McCarver,
0.5,Richard Belzer,
0.5,Terry Holland,2023-02-22
0.5,Tom Sizemore,2023-03-03
0.5,Gary Rossington,
0.5,Robert Blake,
0.5,Bud Grant,
0.5,Joe Pepitone,2023-03-13
0.5,Bobby Caldwell,2023-03-14
0.5,Lance Reddick,2023-03-17
0.5,Willis Reed,
0.5,Ryuichi Sakamoto,
0.5,Paul Cattermole,
0.5,Michael Lerner,
0.5,Al Jaffee,
0.5,Mary Quant,
0.5,Len Goodman,
0.5,Harry Belafonte,
0.5,Jerry Springer,
0.5,Vida Blue,
0.5,Joe Kapp,
0.5,Denny Crum,
0.5,Doyle Brunson,
0.5,Marlene Hagge,
0.5,Jim Brown,
0.5,Tina Turner,
0.5,Robert Hanssen,
0.5,The Iron Sheik,
0.5,Pat Robertson,
0.5,Theodore Kaczynski,
0.5,Treat Williams,
0.5,Silvio Berlusconi,
0.5,Cormac McCarthy,
0.5,Daniel Ellsberg,
0.5,Bobby Osborne,
0.5,Alan Arkin,
0.5,Tony Bennett,
0.5,Sinead O'Connor,
0.5,Paul Reubens,
0.5,Dan Reeves,2022-01-01
0.5,Sidney Poitier,2022-01-06
0.5,Peter Bogdanovich,2022-01-06
0.5,Bob Saget,2022-01-09
0.5,Robert Durst,2022-01-10
0.5,Don Maynard,2022-01-10
0.5,Ronnie Spector,2022-01-12
0.5,André Leon Talley,2022-01-18
0.5,Peter Robbins,2022-01-18
0.5,Meat Loaf,2022-01-20
0.5,Louie Anderson,2022-01-21
0.5,Moses J. Moseley,2022-01-26
0.5,Howard Hesseman,2022-01-29
0.5,Gerald Williams,2022-02-08
0.5,Betty Davis,2022-02-09
0.5,Jeremy Giambi,2022-02-09
0.5,Ivan Reitman,2022-02-12
0.5,Sally Kellerman,2022-02-24
0.5,Ned Eisenberg,2022-02-27
0.5,"Alan Ladd, Jr.",2022-03-02
0.5,Emilio Delgado,2022-03-10
0.5,Traci Braxton,2022-03-12
0.5,William Hurt,2022-03-13
0.5,Scott Hall,2022-03-14
0.5,Madeleine Albright,2022-03-23
0.5,Taylor Hawkins,2022-03-25
0.5,Estelle Harris,2022-04-02
0.5,Bobby Rydell,2022-04-05
0.5,Rayfield Wright,2022-04-07
0.5,Jack Higgins,2022-04-09
0.5,Dwayne Haskins,2022-04-09
0.5,Gary Brown (NFL),2022-04-10
0.5,Cedric McMillan,2022-04-12
0.5,Gilbert Gottfried,2022-04-12
0.5,Shirley Spork,2022-04-12
0.5,Mike Bossy,2022-04-15
0.5,Liz Sheridan,2022-04-15
0.5,Daryle Lamonica,2022-04-21
0.5,Guy Lafleur,2022-04-22
0.5,Orrin Hatch,2022-04-23
0.5,Jossara Jinaro,2022-04-27
0.5,Naomi Judd,2022-04-30
0.5,Norman Mineta,2022-05-03
0.5,George Pérez,2022-05-06
0.5,Mickey Gilley,2022-05-07
0.5,Fred Ward,2022-05-08
0.5,Adreian Payne,2022-05-09
0.5,Bob Lanier,2022-05-10
0.5,Ray Liotta,2022-05-26
0.5,Andy Fletcher,2022-05-26
0.5,Alan White,2022-05-26
0.5,Bo Hopkins,2022-05-28
0.5,Marion Barber,2022-06-01
0.5,Jim Seals,2022-06-06
0.5,Billy Kametz,2022-06-09
0.5,Philip Baker Hall,2022-06-12
0.5,Tony Siragusa,2022-06-22
0.5,Mary Mara,2022-06-26
0.5,Joe Turkel,2022-06-27
0.5,Marlin Briscoe,2022-06-27
0.5,Lenny Von Dohlen,2022-07-05
0.5,James Caan,2022-07-06
0.5,Shinzo Abe,2022-07-08
0.5,Tony Sirico,2022-07-08
0.5,Ivana Trump,2022-07-14
0.5,Rebecca Balding,2022-07-18
0.5,Paul Sorvino,2022-07-25
0.5,Tony Dow,2022-07-27
0.5,Bill Russell,2022-07-31
0.5,Nichelle Nichols,2022-07-30
0.5,Vin Scully,2022-08-02
0.5,Roger E. Mosley,2022-08-07
0.5,Olivia Newton-John,2022-08-08
0.5,Anne Heche,2022-08-11
0.5,Tom Weiskopf,2022-08-20
0.5,Len Dawson,2022-08-24
0.5,Mikhail Gorbachev,2022-08-30
0.5,Earnie Shavers,2022-09-01
0.5,Elizabeth II,2022-09-08
0.5,Ken Starr,2022-09-13
0.5,Maury Wills,2022-09-19
0.5,Louise Fletcher,2022-09-23
0.5,Coolio,2022-09-28
0.5,Loretta Lynn,2022-10-04
0.5,Angela Lansbury,2022-10-11
0.5,Bruce Sutter,2022-10-13
0.5,Robbie Coltrane,2022-10-14
0.5,Ashton Carter,2022-10-24
0.5,Leslie Jordan,2022-10-24
0.5,Jerry Lee Lewis,2022-10-28
0.5,Vince Dooley,2022-10-28
0.5,Kirshnik Khari Ball,2022-11-01
0.5,Ray Guy,2022-11-03
0.5,Dave Butz,2022-11-04
0.5,Aaron Carter,2022-11-05
0.5,"Leo Anthony Gallagher, Jr.",2022-11-11
0.5,John Aniston,2022-11-11
0.5,Budd Friedman,2022-11-12
0.5,Irene Cara,2022-11-25
0.5,Clarence Gilyard,2022-11-28
0.5,Brad William Henke,2022-11-29
0.5,Christine McVie,2022-11-30
0.5,John Hadl,2022-12-05
0.5,Gaylord Perry,2022-12-01
0.5,Bob McGrath,2022-12-04
0.5,Kirstie Alley,2022-12-05
0.5,Georgia Holt,2022-12-10
0.5,Stephen 'tWitch' Boss,2022-12-13
0.5,Franco Harris,2022-12-20
0.5,Pele,2022-12-29
0.5,Barbara Walters,2022-12-30
0.5,Pope Benedict XVI,2022-12-31
0.5,Lola Chantrelle Mitchell,
0.5,Ken Block,2023-01-02
0.5,Adam Rich,2023-01-07
0.5,Jeff Beck,2023-01-10
0.5,Lisa Marie Presley,2023-01-12
0.5,CJ Harris,2023-01-15
0.5,Jay Briscoe,2023-01-17
0.5,David Crosby,2023-01-18
0.5,Sal Bando,2023-01-20
0.5,Lance Kerwin,2023-01-24
0.5,Billy Packer,2023-01-26
0.5,Lisa Loring,2023-01-28
0.5,Bobby Hull,2023-01-30
0.5,Burt Bacharach,2023-02-08
0.5,David Jude Jolicoeur,2023-02-12
0.5,Conrad Dobler,2023-02-13
0.5,Raquel Welch,2023-02-15
0.5,Tim McCarver,2023-02-16
0.5,Richard Belzer,2023-02-19
0.5,Terry Holland,2023-02-22
0.5,Tom Sizemore,2023-03-03
0.5,Gary Rossington,2023-03-05
0.5,Robert Blake,2023-03-09
0.5,Bud Grant,
0.5,Joe Pepitone,2023-03-13
0.5,Bobby Caldwell,2023-03-14
0.5,Lance Reddick,2023-03-17
0.5,Willis Reed,2023-03-21
0.5,Ryuichi Sakamoto,
0.5,Paul Cattermole,
0.5,Michael Lerner,
0.5,Al Jaffee,
0.5,Mary Quant,
0.5,Len Goodman,
0.5,Harry Belafonte,
0.5,Jerry Springer,
0.5,Vida Blue,
0.5,Joe Kapp,
0.5,Denny Crum,
0.5,Doyle Brunson,
0.5,Marlene Hagge,
0.5,Jim Brown,
0.5,Tina Turner,
0.5,Robert Hanssen,
0.5,The Iron Sheik,
0.5,Pat Robertson,
0.5,Theodore Kaczynski,
0.5,Treat Williams,
0.5,Silvio Berlusconi,
0.5,Cormac McCarthy,
0.5,Daniel Ellsberg,
0.5,Bobby Osborne,
0.5,Alan Arkin,
0.5,Tony Bennett,
0.5,Sinead O'Connor,
0.5,Paul Reubens,
0.5,Dan Reeves,2022-01-01
0.5,Sidney Poitier,2022-01-06
0.5,Peter Bogdanovich,2022-01-06
0.5,Bob Saget,2022-01-09
0.5,Robert Durst,2021-01-10
0.5,Don Maynard,2022-01-10
0.5,Ronnie Spector,2022-01-12
0.5,André Leon Talley,2022-01-18
0.5,Peter Robbins,2022-01-18
0.5,Meat Loaf,2022-01-20
0.5,Louie Anderson,2022-01-21
0.5,Moses J. Moseley,
0.5,Howard Hesseman,2022-01-29
0.5,Gerald Williams,
0.5,Betty Davis,2022-02-09
0.5,Jeremy Giambi,2022-02-09
0.5,Ivan Reitman,2022-02-12
0.5,Sally Kellerman,2022-02-24
0.5,Ned Eisenberg,2022-02-27
0.5,"Alan Ladd, Jr.",2022-03-02
0.5,Emilio Delgado,2022-03-10
0.5,Traci Braxton,2022-03-12
0.5,William Hurt,2022-03-13
0.5,Scott Hall,2022-03-14
0.5,Madeleine Albright,2022-03-23
0.5,Taylor Hawkins,2022-03-25
0.5,Estelle Harris,2022-04-02
0.5,Bobby Rydell,2022-04-05
0.5,Rayfield Wright,2022-04-07
0.5,Jack Higgins,2022-04-09
0.5,Dwayne Haskins,2022-04-09
0.5,Gary Brown (NFL),2022-04-10
0.5,Cedric McMillan,2022-04-12
0.5,Gilbert Gottfried,2022-04-12
0.5,Shirley Spork,2022-04-12
0.5,Mike Bossy,2022-04-15
0.5,Liz Sheridan,2022-04-15
0.5,Daryle Lamonica,2022-04-21
0.5,Guy Lafleur,2022-04-22
0.5,Orrin Hatch,2022-04-23
0.5,Jossara Jinaro,
0.5,Naomi Judd,2022-04-30
0.5,Norman Mineta,2022-05-03
0.5,George Pérez,2022-05-06
0.5,Mickey Gilley,2022-05-07
0.5,Fred Ward,2022-05-08
0.5,Adreian Payne,2022-05-09
0.5,Bob Lanier,2022-05-10
0.5,Ray Liotta,2022-05-26
0.5,Andy Fletcher,2022-05-26
0.5,Alan White,2022-05-26
0.5,Bo Hopkins,2022-05-28
0.5,Marion Barber,
0.5,Jim Seals,2022-06-06
0.5,Billy Kametz,2022-06-09
0.5,Philip Baker Hall,2022-06-12
0.5,Tony Siragusa,2022-06-22
0.5,Mary Mara,2022-06-26
0.5,Joe Turkel,2022-06-27
0.5,Marlin Briscoe,2022-06-27
0.5,Lenny Von Dohlen,2022-07-05
0.5,James Caan,2022-07-06
0.5,Shinzo Abe,2022-07-08
0.5,Tony Sirico,2022-07-08
0.5,Ivana Trump,2022-07-14
0.5,Rebecca Balding,2022-07-18
0.5,Paul Sorvino,2022-07-25
0.5,Tony Dow,
0.5,Bill Russell,2022-07-31
0.5,Nichelle Nichols,2022-07-30
0.5,Vin Scully,2022-08-02
0.5,Roger E. Mosley,2022-08-07
0.5,Olivia Newton-John,2022-08-08
0.5,Anne Heche,2022-08-12
0.5,Tom Weiskopf,2022-08-20
0.5,Len Dawson,2022-08-24
0.5,Mikhail Gorbachev,2022-08-30
0.5,Earnie Shavers,
0.5,Elizabeth II,2022-09-08
0.5,Ken Starr,2022-09-13
0.5,Maury Wills,2022-09-19
0.5,Louise Fletcher,2022-09-23
0.5,Coolio,2022-09-28
0.5,Loretta Lynn,2022-10-04
0.5,Angela Lansbury,2022-10-11
0.5,Bruce Sutter,2022-10-13
0.5,Robbie Coltrane,2022-10-14
0.5,Ashton Carter,2022-10-24
0.5,Leslie Jordan,2022-10-24
0.5,Jerry Lee Lewis,
0.5,Vince Dooley,2022-10-28
0.5,Kirshnik Khari Ball,2022-11-01
0.5,Ray Guy,2022-11-03
0.5,Dave Butz,
0.5,Aaron Carter,2022-11-05
0.5,"Leo Anthony Gallagher, Jr.",
0.5,John Aniston,
0.5,Budd Friedman,
0.5,Irene Cara,2022-11-25
0.5,Clarence Gilyard,2022-11-28
0.5,Brad William Henke,2022-11-29
0.5,Christine McVie,2022-11-30
0.5,John Hadl,
0.5,Gaylord Perry,2022-12-01
0.5,Bob McGrath,2022-12-04
0.5,Kirstie Alley,2022-12-05
0.5,Georgia Holt,
0.5,Stephen 'tWitch' Boss,2022-12-13
0.5,Franco Harris,2022-12-20
0.5,Pele,2022-12-29
0.5,Barbara Walters,
0.5,Pope Benedict XVI,2022-12-31
0.5,Lola Chantrelle Mitchell,
0.5,Ken Block,
0.5,Adam Rich,2023-01-07
0.5,Jeff Beck,2023-01-10
0.5,Lisa Marie Presley,2023-01-12
0.5,CJ Harris,
0.5,Jay Briscoe,2023-01-17
0.5,David Crosby,2023-01-18
0.5,Sal Bando,2023-01-20
0.5,Lance Kerwin,2023-01-24
0.5,Billy Packer,
0.5,Lisa Loring,2023-01-28
0.5,Bobby Hull,2023-01-30
0.5,Burt Bacharach,
0.5,David Jude Jolicoeur,
0.5,Conrad Dobler,
0.5,Raquel Welch,
0.5,Tim McCarver,
0.5,Richard Belzer,
0.5,Terry Holland,
0.5,Tom Sizemore,
0.5,Gary Rossington,
0.5,Robert Blake,
0.5,Bud Grant,
0.5,Joe Pepitone,
0.5,Bobby Caldwell,
0.5,Lance Reddick,2023-03-17
0.5,Willis Reed,
0.5,Ryuichi Sakamoto,
0.5,Paul Cattermole,
0.5,Michael Lerner,
0.5,Al Jaffee,
0.5,Mary Quant,
0.5,Len Goodman,
0.5,Harry Belafonte,
0.5,Jerry Springer,
0.5,Vida Blue,
0.5,Joe Kapp,
0.5,Denny Crum,
0.5,Doyle Brunson,
0.5,Marlene Hagge,
0.5,Jim Brown,
0.5,Tina Turner,
0.5,Robert Hanssen,
0.5,The Iron Sheik,
0.5,Pat Robertson,
0.5,Theodore Kaczynski,
0.5,Treat Williams,
0.5,Silvio Berlusconi,
0.5,Cormac McCarthy,
0.5,Daniel Ellsberg,
0.5,Bobby Osborne,
0.5,Alan Arkin,
0.5,Tony Bennett,
0.5,Sinead O'Connor,
0.5,Paul Reubens,
0.5,Dan Reeves,2022-01-01
0.5,Sidney Poitier,2022-01-06
0.5,Peter Bogdanovich,2022-01-06
0.5,Bob Saget,2022-01-09
0.5,Robert Durst,2022-01-10
0.5,Don Maynard,2022-01-10
0.5,Ronnie Spector,2022-01-12
0.5,André Leon Talley,2022-01-18
0.5,Peter Robbins,2022-01-18
0.5,Meat Loaf,2022-01-20
0.5,Louie Anderson,2022-01-21
0.5,Moses J. Moseley,2022-01-26
0.5,Howard Hesseman,2022-01-29
0.5,Gerald Williams,2022-02-08
0.5,Betty Davis,2022-02-09
0.5,Jeremy Giambi,2022-02-09
0.5,Ivan Reitman,2022-02-12
0.5,Sally Kellerman,2022-02-24
0.5,Ned Eisenberg,2022-02-27
0.5,"Alan Ladd, Jr.",2022-03-02
0.5,Emilio Delgado,2022-03-10
0.5,Traci Braxton,2022-03-12
0.5,William Hurt,2022-03-13
0.5,Scott Hall,2022-03-14
0.5,Madeleine Albright,2022-03-23
0.5,Taylor Hawkins,2022-03-25
0.5,Estelle Harris,2022-04-02
0.5,Bobby Rydell,2022-04-05
0.5,Rayfield Wright,2022-04-07
0.5,Jack Higgins,2022-04-09
0.5,Dwayne Haskins,2022-04-09
0.5,Gary Brown (NFL),2022-04-10
0.5,Cedric McMillan,2022-04-12
0.5,Gilbert Gottfried,2022-04-12
0.5,Shirley Spork,2022-04-12
0.5,Mike Bossy,2022-04-15
0.5,Liz Sheridan,2022-04-15
0.5,Daryle Lamonica,2022-04-21
0.5,Guy Lafleur,2022-04-22
0.5,Orrin Hatch,2022-04-23
0.5,Jossara Jinaro,2022-04-27
0.5,Naomi Judd,2022-04-30
0.5,Norman Mineta,2022-05-03
0.5,George Pérez,2022-05-06
0.5,Mickey Gilley,2022-05-07
0.5,Fred Ward,2022-05-08
0.5,Adreian Payne,2022-05-09
0.5,Bob Lanier,2022-05-10
0.5,Ray Liotta,2022-05-26
0.5,Andy Fletcher,2022-05-26
0.5,Alan White,2022-05-26
0.5,Bo Hopkins,2022-05-28
0.5,Marion Barber,2022-06-01
0.5,Jim Seals,2022-06-06
0.5,Billy Kametz,2022-06-09
0.5,Philip Baker Hall,2022-06-12
0.5,Tony Siragusa,2022-06-22
0.5,Mary Mara,2022-06-26
0.5,Joe Turkel,2022-06-27
0.5,Marlin Briscoe,2022-06-27
0.5,Lenny Von Dohlen,2022-07-05
0.5,James Caan,2022-07-06
0.5,Shinzo Abe,2022-07-08
0.5,Tony Sirico,2022-07-08
0.5,Ivana Trump,2022-07-14
0.5,Rebecca Balding,2022-07-18
0.5,Paul Sorvino,2022-07-25
0.5,Tony Dow,2022-07-27
0.5,Bill Russell,2022-07-31
0.5,Nichelle Nichols,2022-07-30
0.5,Vin Scully,2022-08-02
0.5,Roger E. Mosley,2022-08-07
0.5,Olivia Newton-John,2022-08-08
0.5,Anne Heche,2022-08-11
0.5,Tom Weiskopf,2022-08-20
0.5,Len Dawson,2022-08-24
0.5,Mikhail Gorbachev,2022-08-30
0.5,Earnie Shavers,2022-09-01
0.5,Elizabeth II,2022-09-08
0.5,Ken Starr,2022-09-13
0.5,Maury Wills,2022-09-19
0.5,Louise Fletcher,2022-09-23
0.5,Coolio,2022-09-28
0.5,Loretta Lynn,2022-10-04
0.5,Angela Lansbury,2022-10-11
0.5,Bruce Sutter,2022-10-13
0.5,Robbie Coltrane,2022-10-14
0.5,Ashton Carter,2022-10-24
0.5,Leslie Jordan,2022-10-24
0.5,Jerry Lee Lewis,2022-10-28
0.5,Vince Dooley,2022-10-28
0.5,Kirshnik Khari Ball,2022-11-01
0.5,Ray Guy,2022-11-03
0.5,Dave Butz,2022-11-04
0.5,Aaron Carter,2022-11-05
0.5,"Leo Anthony Gallagher, Jr.",2022-11-11
0.5,John Aniston,2022-11-11
0.5,Budd Friedman,2022-11-11
0.5,Irene Cara,2022-11-25
0.5,Clarence Gilyard,2022-11-28
0.5,Brad William Henke,2022-11-29
0.5,Christine McVie,2022-11-30
0.5,John Hadl,2022-12-05
0.5,Gaylord Perry,2022-12-01
0.5,Bob McGrath,2022-12-04
0.5,Kirstie Alley,2022-12-05
0.5,Georgia Holt,2022-12-10
0.5,Stephen 'tWitch' Boss,2022-12-13
0.5,Franco Harris,2022-12-20
0.5,Pele,2022-12-29
0.5,Barbara Walters,2022-12-30
0.5,Pope Benedict XVI,2022-12-31
0.5,Lola Chantrelle Mitchell,
0.5,Ken Block,2023-01-02
0.5,Adam Rich,2023-01-07
0.5,Jeff Beck,2023-01-10
0.5,Lisa Marie Presley,2023-01-12
0.5,CJ Harris,2023-01-14
0.5,Jay Briscoe,2023-01-17
0.5,David Crosby,2023-01-18
0.5,Sal Bando,2023-01-20
0.5,Lance Kerwin,2023-01-24
0.5,Billy Packer,2023-01-26
0.5,Lisa Loring,2023-01-28
0.5,Bobby Hull,2023-01-30
0.5,Burt Bacharach,
0.5,David Jude Jolicoeur,2023-02-12
0.5,Conrad Dobler,2023-02-13
0.5,Raquel Welch,
0.5,Tim McCarver,
0.5,Richard Belzer,
0.5,Terry Holland,2023-02-22
0.5,Tom Sizemore,2023-03-03
0.5,Gary Rossington,
0.5,Robert Blake,
0.5,Bud Grant,
0.5,Joe Pepitone,2023-03-13
0.5,Bobby Caldwell,2023-03-14
0.5,Lance Reddick,2023-03-17
0.5,Willis Reed,
0.5,Ryuichi Sakamoto,
0.5,Paul Cattermole,
0.5,Michael Lerner,
0.5,Al Jaffee,
0.5,Mary Quant,
0.5,Len Goodman,
0.5,Harry Belafonte,
0.5,Jerry Springer,
0.5,Vida Blue,
0.5,Joe Kapp,
0.5,Denny Crum,
0.5,Doyle Brunson,
0.5,Marlene Hagge,
0.5,Jim Brown,
0.5,Tina Turner,
0.5,Robert Hanssen,
0.5,The Iron Sheik,
0.5,Pat Robertson,
0.5,Theodore Kaczynski,
0.5,Treat Williams,
0.5,Silvio Berlusconi,
0.5,Cormac McCarthy,
0.5,Daniel Ellsberg,
0.5,Bobby Osborne,
0.5,Alan Arkin,
0.5,Tony Bennett,
0.5,Sinead O'Connor,
0.5,Paul Reubens,
0.5,Dan Reeves,2022-01-01
0.5,Sidney Poitier,2022-01-06
0.5,Peter Bogdanovich,2022-01-06
0.5,Bob Saget,2022-01-09
0.5,Robert Durst,2021-01-10
0.5,Don Maynard,2022-01-10
0.5,Ronnie Spector,2022-01-12
0.5,André Leon Talley,2022-01-18
0.5,Peter Robbins,2022-01-18
0.5,Meat Loaf,2022-01-20
0.5,Louie Anderson,2022-01-21
0.5,Moses J. Moseley,
0.5,Howard Hesseman,2022-01-29
0.5,Gerald Williams,
0.5,Betty Davis,2022-02-09
0.5,Jeremy Giambi,2022-02-09
0.5,Ivan Reitman,2022-02-12
0.5,Sally Kellerman,2022-02-24
0.5,Ned Eisenberg,2022-02-27
0.5,"Alan Ladd, Jr.",2022-03-02
0.5,Emilio Delgado,2022-03-10
0.5,Traci Braxton,2022-03-12
0.5,William Hurt,2022-03-13
0.5,Scott Hall,2022-03-14
0.5,Madeleine Albright,2022-03-23
0.5,Taylor Hawkins,2022-03-25
0.5,Estelle Harris,2022-04-02
0.5,Bobby Rydell,2022-04-05
0.5,Rayfield Wright,2022-04-07
0.5,Jack Higgins,2022-04-09
0.5,Dwayne Haskins,2022-04-09
0.5,Gary Brown (NFL),2022-04-10
0.5,Cedric McMillan,
0.5,Gilbert Gottfried,2022-04-12
0.5,Shirley Spork,2022-04-12
0.5,Mike Bossy,2022-04-15
0.5,Liz Sheridan,2022-04-15
0.5,Daryle Lamonica,2022-04-21
0.5,Guy Lafleur,2022-04-22
0.5,Orrin Hatch,2022-04-23
0.5,Jossara Jinaro,2022-04-27
0.5,Naomi Judd,2022-04-30
0.5,Norman Mineta,2022-05-03
0.5,George Pérez,2022-05-06
0.5,Mickey Gilley,2022-05-07
0.5,Fred Ward,2022-05-08
0.5,Adreian Payne,2022-05-09
0.5,Bob Lanier,2022-05-10
0.5,Ray Liotta,2022-05-26
0.5,Andy Fletcher,2022-05-26
0.5,Alan White,2022-05-26
0.5,Bo Hopkins,2022-05-28
0.5,Marion Barber,2022-06-01
0.5,Jim Seals,2022-06-06
0.5,Billy Kametz,2022-06-09
0.5,Philip Baker Hall,2022-06-12
0.5,Tony Siragusa,2022-06-22
0.5,Mary Mara,2022-06-26
0.5,Joe Turkel,2022-06-27
0.5,Marlin Briscoe,2022-06-27
0.5,Lenny Von Dohlen,2022-07-05
0.5,James Caan,2022-07-06
0.5,Shinzo Abe,2022-07-08
0.5,Tony Sirico,2022-07-08
0.5,Ivana Trump,2022-07-14
0.5,Rebecca Balding,2022-07-18
0.5,Paul Sorvino,2022-07-25
0.5,Tony Dow,2022-07-27
0.5,Bill Russell,2022-07-31
0.5,Nichelle Nichols,2022-07-30
0.5,Vin Scully,2022-08-02
0.5,Roger E. Mosley,2022-08-07
0.5,Olivia Newton-John,2022-08-08
0.5,Anne Heche,2022-08-11
0.5,Tom Weiskopf,2022-08-20
0.5,Len Dawson,2022-08-24
0.5,Mikhail Gorbachev,2022-08-30
0.5,Earnie Shavers,2022-09-01
0.5,Elizabeth II,2022-09-08
0.5,Ken Starr,2022-09-13
0.5,Maury Wills,2022-09-19
0.5,Louise Fletcher,2022-09-23
0.5,Coolio,2022-09-28
0.5,Loretta Lynn,2022-10-04
0.5,Angela Lansbury,2022-10-11
0.5,Bruce Sutter,2022-10-13
0.5,Robbie Coltrane,2022-10-14
0.5,Ashton Carter,2022-10-24
0.5,Leslie Jordan,2022-10-24
0.5,Jerry Lee Lewis,
0.5,Vince Dooley,2022-10-28
0.5,Kirshnik Khari Ball,2022-11-01
0.5,Ray Guy,2022-11-03
0.5,Dave Butz,2022-11-04
0.5,Aaron Carter,2022-11-05
0.5,"Leo Anthony Gallagher, Jr.",
0.5,John Aniston,
0.5,Budd Friedman,
0.5,Irene Cara,2022-11-25
0.5,Clarence Gilyard,2022-11-28
0.5,Brad William Henke,2022-11-29
0.5,Christine McVie,2022-11-30
0.5,John Hadl,
0.5,Gaylord Perry,2022-12-01
0.5,Bob McGrath,2022-12-04
0.5,Kirstie Alley,2022-12-05
0.5,Georgia Holt,
0.5,Stephen 'tWitch' Boss,2022-12-13
0.5,Franco Harris,2022-12-20
0.5,Pele,2022-12-29
0.5,Barbara Walters,
0.5,Pope Benedict XVI,2022-12-31
0.5,Lola Chantrelle Mitchell,
0.5,Ken Block,
0.5,Adam Rich,2023-01-07
0.5,Jeff Beck,2023-01-10
0.5,Lisa Marie Presley,2023-01-12
0.5,CJ Harris,
0.5,Jay Briscoe,2023-01-17
0.5,David Crosby,2023-01-18
0.5,Sal Bando,2023-01-20
0.5,Lance Kerwin,2023-01-24
0.5,Billy Packer,
0.5,Lisa Loring,2023-01-28
0.5,Bobby Hull,2023-01-30
0.5,Burt Bacharach,
0.5,David Jude Jolicoeur,2023-02-12
0.5,Conrad Dobler,
0.5,Raquel Welch,
0.5,Tim McCarver,
0.5,Richard Belzer,
0.5,Terry Holland,
0.5,Tom Sizemore,2023-03-03
0.5,Gary Rossington,
0.5,Robert Blake,
0.5,Bud Grant,
0.5,Joe Pepitone,
0.5,Bobby Caldwell,2023-03-14
0.5,Lance Reddick,2023-03-17
0.5,Willis Reed,
0.5,Ryuichi Sakamoto,
0.5,Paul Cattermole,
0.5,Michael Lerner,
0.5,Al Jaffee,
0.5,Mary Quant,
0.5,Len Goodman,
0.5,Harry Belafonte,
0.5,Jerry Springer,
0.5,Vida Blue,
0.5,Joe Kapp,
0.5,Denny Crum,
0.5,Doyle Brunson,
0.5,Marlene Hagge,
0.5,Jim Brown,
0.5,Tina Turner,
0.5,Robert Hanssen,
0.5,The Iron Sheik,
0.5,Pat Robertson,
0.5,Theodore Kaczynski,
0.5,Treat Williams,
0.5,Silvio Berlusconi,
0.5,Cormac McCarthy,
0.5,Daniel Ellsberg,
0.5,Bobby Osborne,
0.5,Alan Arkin,
0.5,Tony Bennett,
0.5,Sinead O'Connor,
0.5,Paul Reubens,
0.5,Dan Reeves,2022-01-01
0.5,Sidney Poitier,2022-01-06
0.5,Peter Bogdanovich,2022-01-06
0.5,Bob Saget,2022-01-09
0.5,Robert Durst,2021-01-10
0.5,Don Maynard,2022-01-10
0.5,Ronnie Spector,2022-01-12
0.5,André Leon Talley,2022-01-18
0.5,Peter Robbins,2022-01-18
0.5,Meat Loaf,2022-01-20
0.5,Louie Anderson,2022-01-21
0.5,Moses J. Moseley,2022-01-26
0.5,Howard Hesseman,2022-01-29
0.5,Gerald Williams,
0.5,Betty Davis,2022-02-09
0.5,Jeremy Giambi,2022-02-09
0.5,Ivan Reitman,2022-02-12
0.5,Sally Kellerman,2022-02-24
0.5,Ned Eisenberg,2022-02-27
0.5,"Alan Ladd, Jr.",2022-03-02
0.5,Emilio Delgado,2022-03-10
0.5,Traci Braxton,2022-03-12
0.5,William Hurt,2022-03-13
0.5,Scott Hall,2022-03-14
0.5,Madeleine Albright,2022-03-23
0.5,Taylor Hawkins,2022-03-25
0.5,Estelle Harris,2022-04-02
0.5,Bobby Rydell,2022-04-05
0.5,Rayfield Wright,2022-04-07
0.5,Jack Higgins,2022-04-09
0.5,Dwayne Haskins,2022-04-09
0.5,Gary Brown (NFL),2022-04-10
0.5,Cedric McMillan,2022-04-12
0.5,Gilbert Gottfried,2022-04-12
0.5,Shirley Spork,2022-04-12
0.5,Mike Bossy,2022-04-14
0.5,Liz Sheridan,2022-04-15
0.5,Daryle Lamonica,2022-04-21
0.5,Guy Lafleur,2022-04-22
0.5,Orrin Hatch,2022-04-23
0.5,Jossara Jinaro,2022-04-27
0.5,Naomi Judd,2022-04-30
0.5,Norman Mineta,2022-05-03
