,name,actual_deathdate,temperature,gpt_deathdate,date_difference,abs_date_difference,is_accurate,year_month,year_month_formatted
4547,Vince Dooley,2022-10-28,1.0,2022-10-28,0.0,0.0,True,2022-10,Oct 2022
4548,Vince Dooley,2022-10-28,1.0,2022-10-28,0.0,0.0,True,2022-10,Oct 2022
4549,Vince Dooley,2022-10-28,1.0,2022-10-28,0.0,0.0,True,2022-10,Oct 2022
4550,Kirshnik Khari Ball,2022-11-01,0.0,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4551,Kirshnik Khari Ball,2022-11-01,0.0,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4552,Kirshnik Khari Ball,2022-11-01,0.0,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4553,Kirshnik Khari Ball,2022-11-01,0.0,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4554,Kirshnik Khari Ball,2022-11-01,0.0,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4555,Kirshnik Khari Ball,2022-11-01,0.0,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4556,Kirshnik Khari Ball,2022-11-01,0.0,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4557,Kirshnik Khari Ball,2022-11-01,0.0,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4558,Kirshnik Khari Ball,2022-11-01,0.0,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4559,Kirshnik Khari Ball,2022-11-01,0.0,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4560,Kirshnik Khari Ball,2022-11-01,0.25,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4561,Kirshnik Khari Ball,2022-11-01,0.25,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4562,Kirshnik Khari Ball,2022-11-01,0.25,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4563,Kirshnik Khari Ball,2022-11-01,0.25,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4564,Kirshnik Khari Ball,2022-11-01,0.25,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4565,Kirshnik Khari Ball,2022-11-01,0.25,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4566,Kirshnik Khari Ball,2022-11-01,0.25,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4567,Kirshnik Khari Ball,2022-11-01,0.25,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4568,Kirshnik Khari Ball,2022-11-01,0.25,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4569,Kirshnik Khari Ball,2022-11-01,0.25,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4570,Kirshnik Khari Ball,2022-11-01,0.5,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4571,Kirshnik Khari Ball,2022-11-01,0.5,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4572,Kirshnik Khari Ball,2022-11-01,0.5,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4573,Kirshnik Khari Ball,2022-11-01,0.5,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4574,Kirshnik Khari Ball,2022-11-01,0.5,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4575,Kirshnik Khari Ball,2022-11-01,0.5,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4576,Kirshnik Khari Ball,2022-11-01,0.5,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4577,Kirshnik Khari Ball,2022-11-01,0.5,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4578,Kirshnik Khari Ball,2022-11-01,0.5,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4579,Kirshnik Khari Ball,2022-11-01,0.5,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4580,Kirshnik Khari Ball,2022-11-01,0.75,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4581,Kirshnik Khari Ball,2022-11-01,0.75,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4582,Kirshnik Khari Ball,2022-11-01,0.75,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4583,Kirshnik Khari Ball,2022-11-01,0.75,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4584,Kirshnik Khari Ball,2022-11-01,0.75,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4585,Kirshnik Khari Ball,2022-11-01,0.75,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4586,Kirshnik Khari Ball,2022-11-01,0.75,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4587,Kirshnik Khari Ball,2022-11-01,0.75,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4588,Kirshnik Khari Ball,2022-11-01,0.75,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4589,Kirshnik Khari Ball,2022-11-01,0.75,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4590,Kirshnik Khari Ball,2022-11-01,1.0,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4591,Kirshnik Khari Ball,2022-11-01,1.0,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4592,Kirshnik Khari Ball,2022-11-01,1.0,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4593,Kirshnik Khari Ball,2022-11-01,1.0,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4594,Kirshnik Khari Ball,2022-11-01,1.0,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4595,Kirshnik Khari Ball,2022-11-01,1.0,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4596,Kirshnik Khari Ball,2022-11-01,1.0,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4597,Kirshnik Khari Ball,2022-11-01,1.0,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4598,Kirshnik Khari Ball,2022-11-01,1.0,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4599,Kirshnik Khari Ball,2022-11-01,1.0,2022-11-01,0.0,0.0,True,2022-11,Nov 2022
4600,Ray Guy,2022-11-03,0.0,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4601,Ray Guy,2022-11-03,0.0,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4602,Ray Guy,2022-11-03,0.0,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4603,Ray Guy,2022-11-03,0.0,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4604,Ray Guy,2022-11-03,0.0,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4605,Ray Guy,2022-11-03,0.0,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4606,Ray Guy,2022-11-03,0.0,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4607,Ray Guy,2022-11-03,0.0,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4608,Ray Guy,2022-11-03,0.0,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4609,Ray Guy,2022-11-03,0.0,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4610,Ray Guy,2022-11-03,0.25,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4611,Ray Guy,2022-11-03,0.25,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4612,Ray Guy,2022-11-03,0.25,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4613,Ray Guy,2022-11-03,0.25,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4614,Ray Guy,2022-11-03,0.25,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4615,Ray Guy,2022-11-03,0.25,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4616,Ray Guy,2022-11-03,0.25,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4617,Ray Guy,2022-11-03,0.25,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4618,Ray Guy,2022-11-03,0.25,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4619,Ray Guy,2022-11-03,0.25,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4620,Ray Guy,2022-11-03,0.5,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4621,Ray Guy,2022-11-03,0.5,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4622,Ray Guy,2022-11-03,0.5,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4623,Ray Guy,2022-11-03,0.5,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4624,Ray Guy,2022-11-03,0.5,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4625,Ray Guy,2022-11-03,0.5,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4626,Ray Guy,2022-11-03,0.5,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4627,Ray Guy,2022-11-03,0.5,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4628,Ray Guy,2022-11-03,0.5,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4629,Ray Guy,2022-11-03,0.5,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4630,Ray Guy,2022-11-03,0.75,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4631,Ray Guy,2022-11-03,0.75,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4632,Ray Guy,2022-11-03,0.75,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4633,Ray Guy,2022-11-03,0.75,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4634,Ray Guy,2022-11-03,0.75,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4635,Ray Guy,2022-11-03,0.75,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4636,Ray Guy,2022-11-03,0.75,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4637,Ray Guy,2022-11-03,0.75,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4638,Ray Guy,2022-11-03,0.75,,,,False,2022-11,Nov 2022
4639,Ray Guy,2022-11-03,0.75,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4640,Ray Guy,2022-11-03,1.0,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4641,Ray Guy,2022-11-03,1.0,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4642,Ray Guy,2022-11-03,1.0,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4643,Ray Guy,2022-11-03,1.0,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4644,Ray Guy,2022-11-03,1.0,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4645,Ray Guy,2022-11-03,1.0,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4646,Ray Guy,2022-11-03,1.0,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4647,Ray Guy,2022-11-03,1.0,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4648,Ray Guy,2022-11-03,1.0,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4649,Ray Guy,2022-11-03,1.0,2022-11-03,0.0,0.0,True,2022-11,Nov 2022
4650,Dave Butz,2022-11-04,0.0,2022-11-04,0.0,0.0,True,2022-11,Nov 2022
4651,Dave Butz,2022-11-04,0.0,2022-11-04,0.0,0.0,True,2022-11,Nov 2022
4652,Dave Butz,2022-11-04,0.0,2022-11-04,0.0,0.0,True,2022-11,Nov 2022
4653,Dave Butz,2022-11-04,0.0,2022-11-04,0.0,0.0,True,2022-11,Nov 2022
4654,Dave Butz,2022-11-04,0.0,2022-11-04,0.0,0.0,True,2022-11,Nov 2022
4655,Dave Butz,2022-11-04,0.0,2022-11-04,0.0,0.0,True,2022-11,Nov 2022
4656,Dave Butz,2022-11-04,0.0,2022-11-04,0.0,0.0,True,2022-11,Nov 2022
4657,Dave Butz,2022-11-04,0.0,2022-11-04,0.0,0.0,True,2022-11,Nov 2022
4658,Dave Butz,2022-11-04,0.0,2022-11-04,0.0,0.0,True,2022-11,Nov 2022
4659,Dave Butz,2022-11-04,0.0,2022-11-04,0.0,0.0,True,2022-11,Nov 2022
4660,Dave Butz,2022-11-04,0.25,2022-11-04,0.0,0.0,True,2022-11,Nov 2022
4661,Dave Butz,2022-11-04,0.25,2022-11-04,0.0,0.0,True,2022-11,Nov 2022
4662,Dave Butz,2022-11-04,0.25,2022-11-04,0.0,0.0,True,2022-11,Nov 2022
4663,Dave Butz,2022-11-04,0.25,2022-11-04,0.0,0.0,True,2022-11,Nov 2022
4664,Dave Butz,2022-11-04,0.25,2022-11-04,0.0,0.0,True,2022-11,Nov 2022
4665,Dave Butz,2022-11-04,0.25,2022-11-04,0.0,0.0,True,2022-11,Nov 2022
4666,Dave Butz,2022-11-04,0.25,2022-11-04,0.0,0.0,True,2022-11,Nov 2022
4667,Dave Butz,2022-11-04,0.25,2022-11-04,0.0,0.0,True,2022-11,Nov 2022
4668,Dave Butz,2022-11-04,0.25,2022-11-04,0.0,0.0,True,2022-11,Nov 2022
4669,Dave Butz,2022-11-04,0.25,2022-11-04,0.0,0.0,True,2022-11,Nov 2022
4670,Dave Butz,2022-11-04,0.5,2022-11-04,0.0,0.0,True,2022-11,Nov 2022
4671,Dave Butz,2022-11-04,0.5,2022-11-04,0.0,0.0,True,2022-11,Nov 2022
4672,Dave Butz,2022-11-04,0.5,2022-11-04,0.0,0.0,True,2022-11,Nov 2022
4673,Dave Butz,2022-11-04,0.5,2022-11-04,0.0,0.0,True,2022-11,Nov 2022
4674,Dave Butz,2022-11-04,0.5,2022-11-04,0.0,0.0,True,2022-11,Nov 2022
4675,Dave Butz,2022-11-04,0.5,,,,False,2022-11,Nov 2022
4676,Dave Butz,2022-11-04,0.5,2022-11-04,0.0,0.0,True,2022-11,Nov 2022
4677,Dave Butz,2022-11-04,0.5,2022-11-04,0.0,0.0,True,2022-11,Nov 2022
4678,Dave Butz,2022-11-04,0.5,2022-11-04,0.0,0.0,True,2022-11,Nov 2022
4679,Dave Butz,2022-11-04,0.5,2022-11-04,0.0,0.0,True,2022-11,Nov 2022
4680,Dave Butz,2022-11-04,0.75,2022-11-04,0.0,0.0,True,2022-11,Nov 2022
4681,Dave Butz,2022-11-04,0.75,,,,False,2022-11,Nov 2022
4682,Dave Butz,2022-11-04,0.75,2022-11-04,0.0,0.0,True,2022-11,Nov 2022
4683,Dave Butz,2022-11-04,0.75,2022-11-04,0.0,0.0,True,2022-11,Nov 2022
4684,Dave Butz,2022-11-04,0.75,2022-11-04,0.0,0.0,True,2022-11,Nov 2022
4685,Dave Butz,2022-11-04,0.75,2022-11-04,0.0,0.0,True,2022-11,Nov 2022
4686,Dave Butz,2022-11-04,0.75,2022-11-04,0.0,0.0,True,2022-11,Nov 2022
4687,Dave Butz,2022-11-04,0.75,2022-11-04,0.0,0.0,True,2022-11,Nov 2022
4688,Dave Butz,2022-11-04,0.75,,,,False,2022-11,Nov 2022
4689,Dave Butz,2022-11-04,0.75,2022-11-04,0.0,0.0,True,2022-11,Nov 2022
4690,Dave Butz,2022-11-04,1.0,2022-11-04,0.0,0.0,True,2022-11,Nov 2022
4691,Dave Butz,2022-11-04,1.0,2022-11-04,0.0,0.0,True,2022-11,Nov 2022
4692,Dave Butz,2022-11-04,1.0,,,,False,2022-11,Nov 2022
4693,Dave Butz,2022-11-04,1.0,2022-11-04,0.0,0.0,True,2022-11,Nov 2022
4694,Dave Butz,2022-11-04,1.0,2022-11-04,0.0,0.0,True,2022-11,Nov 2022
4695,Dave Butz,2022-11-04,1.0,2022-11-04,0.0,0.0,True,2022-11,Nov 2022
4696,Dave Butz,2022-11-04,1.0,,,,False,2022-11,Nov 2022
4697,Dave Butz,2022-11-04,1.0,2022-11-04,0.0,0.0,True,2022-11,Nov 2022
4698,Dave Butz,2022-11-04,1.0,,,,False,2022-11,Nov 2022
4699,Dave Butz,2022-11-04,1.0,2022-11-04,0.0,0.0,True,2022-11,Nov 2022
4700,Aaron Carter,2022-11-05,0.0,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4701,Aaron Carter,2022-11-05,0.0,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4702,Aaron Carter,2022-11-05,0.0,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4703,Aaron Carter,2022-11-05,0.0,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4704,Aaron Carter,2022-11-05,0.0,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4705,Aaron Carter,2022-11-05,0.0,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4706,Aaron Carter,2022-11-05,0.0,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4707,Aaron Carter,2022-11-05,0.0,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4708,Aaron Carter,2022-11-05,0.0,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4709,Aaron Carter,2022-11-05,0.0,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4710,Aaron Carter,2022-11-05,0.25,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4711,Aaron Carter,2022-11-05,0.25,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4712,Aaron Carter,2022-11-05,0.25,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4713,Aaron Carter,2022-11-05,0.25,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4714,Aaron Carter,2022-11-05,0.25,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4715,Aaron Carter,2022-11-05,0.25,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4716,Aaron Carter,2022-11-05,0.25,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4717,Aaron Carter,2022-11-05,0.25,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4718,Aaron Carter,2022-11-05,0.25,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4719,Aaron Carter,2022-11-05,0.25,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4720,Aaron Carter,2022-11-05,0.5,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4721,Aaron Carter,2022-11-05,0.5,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4722,Aaron Carter,2022-11-05,0.5,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4723,Aaron Carter,2022-11-05,0.5,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4724,Aaron Carter,2022-11-05,0.5,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4725,Aaron Carter,2022-11-05,0.5,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4726,Aaron Carter,2022-11-05,0.5,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4727,Aaron Carter,2022-11-05,0.5,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4728,Aaron Carter,2022-11-05,0.5,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4729,Aaron Carter,2022-11-05,0.5,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4730,Aaron Carter,2022-11-05,0.75,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4731,Aaron Carter,2022-11-05,0.75,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4732,Aaron Carter,2022-11-05,0.75,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4733,Aaron Carter,2022-11-05,0.75,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4734,Aaron Carter,2022-11-05,0.75,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4735,Aaron Carter,2022-11-05,0.75,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4736,Aaron Carter,2022-11-05,0.75,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4737,Aaron Carter,2022-11-05,0.75,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4738,Aaron Carter,2022-11-05,0.75,,,,False,2022-11,Nov 2022
4739,Aaron Carter,2022-11-05,0.75,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4740,Aaron Carter,2022-11-05,1.0,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4741,Aaron Carter,2022-11-05,1.0,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4742,Aaron Carter,2022-11-05,1.0,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4743,Aaron Carter,2022-11-05,1.0,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4744,Aaron Carter,2022-11-05,1.0,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4745,Aaron Carter,2022-11-05,1.0,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4746,Aaron Carter,2022-11-05,1.0,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4747,Aaron Carter,2022-11-05,1.0,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4748,Aaron Carter,2022-11-05,1.0,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4749,Aaron Carter,2022-11-05,1.0,2022-11-05,0.0,0.0,True,2022-11,Nov 2022
4750,"Leo Anthony Gallagher, Jr.",2022-11-11,0.0,,,,False,2022-11,Nov 2022
4751,"Leo Anthony Gallagher, Jr.",2022-11-11,0.0,,,,False,2022-11,Nov 2022
4752,"Leo Anthony Gallagher, Jr.",2022-11-11,0.0,,,,False,2022-11,Nov 2022
4753,"Leo Anthony Gallagher, Jr.",2022-11-11,0.0,2022-11-11,0.0,0.0,True,2022-11,Nov 2022
4754,"Leo Anthony Gallagher, Jr.",2022-11-11,0.0,,,,False,2022-11,Nov 2022
4755,"Leo Anthony Gallagher, Jr.",2022-11-11,0.0,,,,False,2022-11,Nov 2022
4756,"Leo Anthony Gallagher, Jr.",2022-11-11,0.0,,,,False,2022-11,Nov 2022
4757,"Leo Anthony Gallagher, Jr.",2022-11-11,0.0,2022-11-11,0.0,0.0,True,2022-11,Nov 2022
4758,"Leo Anthony Gallagher, Jr.",2022-11-11,0.0,,,,False,2022-11,Nov 2022
4759,"Leo Anthony Gallagher, Jr.",2022-11-11,0.0,,,,False,2022-11,Nov 2022
4760,"Leo Anthony Gallagher, Jr.",2022-11-11,0.25,,,,False,2022-11,Nov 2022
4761,"Leo Anthony Gallagher, Jr.",2022-11-11,0.25,,,,False,2022-11,Nov 2022
4762,"Leo Anthony Gallagher, Jr.",2022-11-11,0.25,2022-11-11,0.0,0.0,True,2022-11,Nov 2022
4763,"Leo Anthony Gallagher, Jr.",2022-11-11,0.25,,,,False,2022-11,Nov 2022
4764,"Leo Anthony Gallagher, Jr.",2022-11-11,0.25,2022-11-11,0.0,0.0,True,2022-11,Nov 2022
4765,"Leo Anthony Gallagher, Jr.",2022-11-11,0.25,2022-11-11,0.0,0.0,True,2022-11,Nov 2022
4766,"Leo Anthony Gallagher, Jr.",2022-11-11,0.25,,,,False,2022-11,Nov 2022
4767,"Leo Anthony Gallagher, Jr.",2022-11-11,0.25,,,,False,2022-11,Nov 2022
4768,"Leo Anthony Gallagher, Jr.",2022-11-11,0.25,,,,False,2022-11,Nov 2022
4769,"Leo Anthony Gallagher, Jr.",2022-11-11,0.25,2022-11-11,0.0,0.0,True,2022-11,Nov 2022
4770,"Leo Anthony Gallagher, Jr.",2022-11-11,0.5,,,,False,2022-11,Nov 2022
4771,"Leo Anthony Gallagher, Jr.",2022-11-11,0.5,,,,False,2022-11,Nov 2022
4772,"Leo Anthony Gallagher, Jr.",2022-11-11,0.5,2022-11-11,0.0,0.0,True,2022-11,Nov 2022
4773,"Leo Anthony Gallagher, Jr.",2022-11-11,0.5,,,,False,2022-11,Nov 2022
4774,"Leo Anthony Gallagher, Jr.",2022-11-11,0.5,2022-11-11,0.0,0.0,True,2022-11,Nov 2022
4775,"Leo Anthony Gallagher, Jr.",2022-11-11,0.5,,,,False,2022-11,Nov 2022
4776,"Leo Anthony Gallagher, Jr.",2022-11-11,0.5,2022-11-11,0.0,0.0,True,2022-11,Nov 2022
4777,"Leo Anthony Gallagher, Jr.",2022-11-11,0.5,,,,False,2022-11,Nov 2022
4778,"Leo Anthony Gallagher, Jr.",2022-11-11,0.5,2022-11-11,0.0,0.0,True,2022-11,Nov 2022
4779,"Leo Anthony Gallagher, Jr.",2022-11-11,0.5,2022-11-11,0.0,0.0,True,2022-11,Nov 2022
4780,"Leo Anthony Gallagher, Jr.",2022-11-11,0.75,,,,False,2022-11,Nov 2022
4781,"Leo Anthony Gallagher, Jr.",2022-11-11,0.75,,,,False,2022-11,Nov 2022
4782,"Leo Anthony Gallagher, Jr.",2022-11-11,0.75,2022-11-11,0.0,0.0,True,2022-11,Nov 2022
4783,"Leo Anthony Gallagher, Jr.",2022-11-11,0.75,,,,False,2022-11,Nov 2022
4784,"Leo Anthony Gallagher, Jr.",2022-11-11,0.75,2022-11-11,0.0,0.0,True,2022-11,Nov 2022
4785,"Leo Anthony Gallagher, Jr.",2022-11-11,0.75,,,,False,2022-11,Nov 2022
4786,"Leo Anthony Gallagher, Jr.",2022-11-11,0.75,2022-11-11,0.0,0.0,True,2022-11,Nov 2022
4787,"Leo Anthony Gallagher, Jr.",2022-11-11,0.75,,,,False,2022-11,Nov 2022
4788,"Leo Anthony Gallagher, Jr.",2022-11-11,0.75,,,,False,2022-11,Nov 2022
4789,"Leo Anthony Gallagher, Jr.",2022-11-11,0.75,2022-11-11,0.0,0.0,True,2022-11,Nov 2022
4790,"Leo Anthony Gallagher, Jr.",2022-11-11,1.0,,,,False,2022-11,Nov 2022
4791,"Leo Anthony Gallagher, Jr.",2022-11-11,1.0,2022-11-11,0.0,0.0,True,2022-11,Nov 2022
4792,"Leo Anthony Gallagher, Jr.",2022-11-11,1.0,,,,False,2022-11,Nov 2022
4793,"Leo Anthony Gallagher, Jr.",2022-11-11,1.0,2022-11-11,0.0,0.0,True,2022-11,Nov 2022
4794,"Leo Anthony Gallagher, Jr.",2022-11-11,1.0,,,,False,2022-11,Nov 2022
4795,"Leo Anthony Gallagher, Jr.",2022-11-11,1.0,,,,False,2022-11,Nov 2022
4796,"Leo Anthony Gallagher, Jr.",2022-11-11,1.0,,,,False,2022-11,Nov 2022
4797,"Leo Anthony Gallagher, Jr.",2022-11-11,1.0,2022-11-11,0.0,0.0,True,2022-11,Nov 2022
4798,"Leo Anthony Gallagher, Jr.",2022-11-11,1.0,,,,False,2022-11,Nov 2022
4799,"Leo Anthony Gallagher, Jr.",2022-11-11,1.0,2023-11-11,365.0,365.0,False,2022-11,Nov 2022
4800,John Aniston,2022-11-11,0.0,,,,False,2022-11,Nov 2022
4801,John Aniston,2022-11-11,0.0,,,,False,2022-11,Nov 2022
4802,John Aniston,2022-11-11,0.0,,,,False,2022-11,Nov 2022
4803,John Aniston,2022-11-11,0.0,2022-11-11,0.0,0.0,True,2022-11,Nov 2022
4804,John Aniston,2022-11-11,0.0,,,,False,2022-11,Nov 2022
4805,John Aniston,2022-11-11,0.0,,,,False,2022-11,Nov 2022
4806,John Aniston,2022-11-11,0.0,,,,False,2022-11,Nov 2022
4807,John Aniston,2022-11-11,0.0,2022-11-11,0.0,0.0,True,2022-11,Nov 2022
4808,John Aniston,2022-11-11,0.0,,,,False,2022-11,Nov 2022
4809,John Aniston,2022-11-11,0.0,,,,False,2022-11,Nov 2022
4810,John Aniston,2022-11-11,0.25,,,,False,2022-11,Nov 2022
4811,John Aniston,2022-11-11,0.25,,,,False,2022-11,Nov 2022
4812,John Aniston,2022-11-11,0.25,2022-11-11,0.0,0.0,True,2022-11,Nov 2022
4813,John Aniston,2022-11-11,0.25,,,,False,2022-11,Nov 2022
4814,John Aniston,2022-11-11,0.25,,,,False,2022-11,Nov 2022
4815,John Aniston,2022-11-11,0.25,2022-11-11,0.0,0.0,True,2022-11,Nov 2022
4816,John Aniston,2022-11-11,0.25,,,,False,2022-11,Nov 2022
4817,John Aniston,2022-11-11,0.25,,,,False,2022-11,Nov 2022
4818,John Aniston,2022-11-11,0.25,,,,False,2022-11,Nov 2022
4819,John Aniston,2022-11-11,0.25,2022-11-11,0.0,0.0,True,2022-11,Nov 2022
